Crop_Type,Soil_Type,Farm_Size_Acres,Irrigation_Available,Soil_pH,Soil_Nitrogen,Soil_Organic_Matter,Temperature,Rainfall,Humidity,Compatible
Rice,Black soils,19.702471786935845,1,6.732192964983069,94.31502728678143,1.8047610628825974,25.34230509395983,1071.028938789469,49.01368810614082,1
Urd,Red and Yellow soils,76.13965760390478,0,6.493911376951459,43.90745507218123,2.057574631634723,32.530898416530945,760.9827390120876,77.04035502596918,0
Millets,Black soils,9.998991245980234,1,6.908792318790194,79.97092833476005,4.841161119770069,15.157338941682113,1429.1465063095682,57.67145882672861,1
Soybean,Red and Yellow soils,51.96197003346885,1,4.628447162946261,138.25647420643094,3.4748559392335525,26.699310742604915,1142.3161431072676,26.156770024992475,0
Til,Red and Yellow soils,7.323702602326953,0,4.631346722520494,76.68311649963329,2.9460721617776313,37.7839351455567,1937.606869881956,53.0043347168531,0
Mustard,Red and Yellow soils,36.28536766062097,0,7.3863806833940355,74.85457856804089,1.0717275389119612,16.42830356692352,1276.6954772663976,58.74805336393576,0
Rice,Laterite soils,60.50660310163288,1,5.272508975290879,198.24263923950537,2.2599695278076757,20.375686024606047,1338.4657389918177,62.84711741312108,0
Millets,Black soils,56.055438607234095,1,7.108793848768226,146.57479731799438,0.660939591201656,21.64969513451524,1136.4153920454537,84.95182994078503,1
Soybean,Alluvial soils,41.06088637256199,0,6.686303643165818,107.63372525150976,3.9275843831256543,21.499108346412342,759.8098771246631,32.84900788742016,0
Moong,Red and Yellow soils,43.47575140323945,0,8.427177885618494,120.0813736895401,1.2324951598718652,28.018677824930812,1335.0856842514286,62.42195926394694,0
Groundnut,Laterite soils,23.45018578172589,1,7.841623515532249,127.83469998857407,3.174960654258805,21.813107397636518,799.2409398292775,72.64157003578819,0
Kulthi,Alluvial soils,46.13237625398619,0,6.152538085325398,14.669325798759967,3.647261922153434,30.221634894791954,1491.2266657420596,82.29684921861855,0
Gram,Red and Yellow soils,95.3722307163626,0,6.96565128037266,25.250272199797042,2.149291074681435,24.536809848999265,626.3235871474185,56.77142650435857,0
Moong,Alluvial soils,85.19483886059525,0,4.9691578289018885,133.34597675776382,3.346669184447488,14.72877779950714,861.7904629610985,34.976537222848656,0
Gram,Laterite soils,15.378054038558037,0,6.045544171849524,79.2490831811796,3.9390478774100717,38.45704706414489,1250.5669877770517,77.23774936799617,0
Groundnut,Alluvial soils,3.948297944771172,1,7.435550964359497,20.53436764406576,1.3285570779769469,17.185490303420476,1331.2850642992194,83.35335158000238,0
Jwar,Red and Yellow soils,93.41890695894644,1,6.990686336514615,66.52751674980897,3.203871479768681,26.874097837726843,1403.503150264669,27.445767354072785,1
Til,Alluvial soils,53.148225238194016,1,6.437885297509432,34.75384988006414,3.80247410948391,11.820821128804727,1460.5696436843873,36.08017854335439,0
Kulthi,Alluvial soils,54.245944491781465,0,5.206116416210676,184.09963002300105,2.1067164023748166,37.55865040229447,772.9514790027926,81.00242830613303,0
Jwar,Red and Yellow soils,78.29108157494571,1,7.712583704630179,48.555824585091855,1.2312102115244536,37.839882602086206,1806.637533742591,53.90908962899169,0
Tiwra,Laterite soils,32.15420841326133,1,5.592666417646308,37.30132750486997,1.7875220950599056,20.936317718330088,253.8804948580542,31.837029911060732,0
Kulthi,Laterite soils,48.708849314764215,0,7.781916326647638,128.97207524683716,4.69883600077923,13.629404833631817,539.1738884330003,65.17062177620392,0
Jwar,Alluvial soils,96.89762840152702,0,6.946436251179974,109.16326675259822,2.1085157964467167,33.0995234924667,326.253475221699,52.080224747025134,0
Wheat,Black soils,67.5427200063083,1,5.99092571179515,119.42716626680047,0.9846526449149691,17.867580286722163,1408.7665502942675,87.75715761061316,1
summer paddy,Alluvial soils,16.220758167582808,1,4.662420887839966,92.8301481276599,0.8722692844219799,31.018469122510176,692.5974256554089,35.589991037100624,0
Tiwra,Black soils,14.189448050450977,0,5.4296753773775075,98.76216907710462,1.312227795847297,37.454445913603216,558.4763130569675,45.351330798004184,0
Wheat,Alluvial soils,21.222211074967532,0,8.056283701952655,157.97153561095462,1.0738055106038829,27.707148655524968,1065.2014776325486,31.63058455596257,0
Mustard,Laterite soils,76.90445576765103,0,7.77189737558287,51.785215116876806,2.727696469807113,35.8371253302992,1314.2855391448447,23.481277882759173,0
Gram,Alluvial soils,30.242323380220988,0,6.799413251736391,85.34056753793448,2.0639814987902403,16.739453567914772,1314.6429606568202,39.17323286037178,0
Arhar,Alluvial soils,3.117495820832899,0,6.365289855848507,191.98682313631036,4.286325446074688,37.31292254246861,1203.414553003227,77.38795582831324,0
Pea,Black soils,94.47326198706052,1,7.088570717320437,46.09728322534858,4.46485339594048,16.799336560053288,1985.5754480355092,38.70630779598238,0
Masoor,Laterite soils,17.801628223096156,1,6.364992511373206,65.81698305795474,2.629757245495009,16.774003379285944,1748.3865988792024,68.74401433719075,0
Gram,Black soils,1.9462604286587895,1,7.077219362876561,46.3977156143382,4.498371970540675,36.39606649102758,629.9483692097374,56.82164167844964,0
Maize,Alluvial soils,24.476028635948975,1,5.729616398640632,13.894144308045771,2.5270773742895445,26.647104525849556,1565.6892673728432,56.379701201981085,0
Maize,Red and Yellow soils,24.267849924695234,0,7.8539888716459005,61.26768575791737,3.3888295577541134,33.98324841802106,1224.7349995636198,74.7080280222113,0
Wheat,Alluvial soils,42.778519833726584,0,7.307671573861066,18.828814732825442,1.2314067469148786,34.07466239599415,326.9342879163342,63.24375051570092,0
Niger,Alluvial soils,92.11859331850364,1,5.819902513710767,39.390174017260335,0.7366215281984396,29.408839598394632,289.2459528608993,31.18990101922394,0
Millets,Black soils,88.0393068601307,0,7.822664459293765,78.90959331284678,1.2203832938215882,15.6722116730916,1639.3142951214343,35.45349841442601,0
summer paddy,Red and Yellow soils,46.23256094326037,1,6.449370123412716,13.937031243102066,1.633303561304329,30.76282105086029,1180.9832414166845,58.06492740442186,0
Tiwra,Red and Yellow soils,41.67909059418884,1,5.198555458949846,153.06174752683614,3.879418518681554,11.909040002923886,1228.3847999381555,79.17202551414616,0
summer paddy,Black soils,55.94589956101027,1,4.810849848014106,161.1619126162139,1.2807735910766176,16.020041385060825,805.2842987709756,30.662348376409998,0
Tiwra,Laterite soils,25.10194718520481,1,7.2984229905488816,88.16862245948894,1.0879461299121442,29.28735497108128,1874.626528025023,27.48267265176842,0
Gram,Red and Yellow soils,6.166314204669921,1,7.960483216832042,197.08653608111118,4.674242206082519,37.234293906985314,1484.0260080506673,56.227696125162254,0
Mustard,Red and Yellow soils,93.98318948094946,1,7.7297679543781745,139.00884381346282,3.599610900547739,33.15078428908498,1869.9904914306653,33.205565271017264,0
Rice,Black soils,19.4831995028401,0,7.1226041208886075,151.3071321163423,2.6298751357772625,19.97373275327992,378.68106334864166,89.59649629146568,0
Wheat,Laterite soils,20.641672195325924,0,5.065500222419072,46.53708049656535,0.9273577694709135,34.71105342017499,1250.7128288505837,20.305080383853387,0
Groundnut,Laterite soils,47.77357255654081,1,4.876176303906615,169.11314833612556,4.333059102071103,38.99791876872482,1347.5490496897073,51.4204261230869,0
Niger,Alluvial soils,49.66972113919274,1,5.880118492046901,189.55881562408618,0.9871629385498899,19.95851023357781,426.7879809666998,31.377901831903394,0
Maize,Alluvial soils,2.824986760373452,1,7.919643561595075,54.89893164902044,3.249709392842851,15.604762951984805,823.2769785866249,67.67552000783138,0
Mustard,Black soils,15.6475191386231,0,8.346945081226657,140.42821593341222,3.504544216796691,15.925433700859525,586.6478249567006,64.10941622043758,0
Gram,Laterite soils,38.437327037513434,0,5.465443419388285,151.91879924603296,2.3006246231749428,22.00970868533878,1972.0261560483464,76.49474867855876,0
Maize,Black soils,68.68933865754336,0,7.54838268232688,67.98214264381431,4.600475262520589,11.569702233229863,1178.1473440735836,59.438209931960664,0
Wheat,Alluvial soils,23.613427226361647,1,6.795476867628823,100.25171048873631,0.7281527526905873,24.632720334266523,767.4696433622508,33.255799285123985,1
Maize,Black soils,42.878430177934504,0,4.627229468311771,28.532427780337578,4.1815260760941015,31.968956178003264,1396.0939736815737,23.732031076010045,0
Niger,Black soils,56.17716140693022,1,6.67166539973176,42.88801275230651,2.992074792161899,25.913786194583455,1387.1857167654362,70.55027418360014,0
Kulthi,Red and Yellow soils,88.9706569677059,0,7.723761611957421,21.698399492967,3.2504167598342715,39.10150739264534,825.1946766965259,50.79453040081073,0
Moong,Red and Yellow soils,33.280979730385205,1,5.604491133376106,116.43144320360581,4.940715031170576,23.85102390365904,1989.061146171957,35.55489834066432,0
Maize,Red and Yellow soils,14.222268320484869,1,8.089446495881845,128.7999504826812,3.1219151140302017,10.397765354257054,1656.1308484801875,37.627525977145254,0
Wheat,Alluvial soils,49.437950363863216,1,5.445041627498547,184.06272085240929,4.086625935030769,24.103730640804976,920.5727056065867,30.431873367084883,0
Niger,Black soils,74.92543856672215,0,4.805892530576218,113.01511401848428,1.1908884457389683,37.89646469153281,1388.1068197345355,39.85062340735675,0
Moong,Red and Yellow soils,11.87611594822061,0,5.139757237758256,59.51616045353899,4.1418031644941795,12.875840607534194,1478.9713209120243,75.441497498977,0
summer paddy,Red and Yellow soils,43.04366567799908,0,7.848011474883673,21.299973852312576,3.924828082508749,16.689023696001,512.8697353935586,63.44620454895456,0
Tiwra,Red and Yellow soils,2.7607289849858594,1,6.169223676158113,178.141080022659,4.856495330154582,31.466777995289064,1780.6865098294695,89.11788167668932,0
Kulthi,Alluvial soils,4.322358983077862,1,7.687782254486631,100.98303492033014,4.710697857361942,18.823020566390298,1686.8680578206522,56.699686459416824,0
Kulthi,Alluvial soils,48.812382958449895,0,6.62493224395838,150.09117799404103,1.4629394548013248,32.95722757471681,1560.214875287799,56.50427525129404,0
Millets,Black soils,30.521532516942013,0,6.422236499177726,12.783376233161905,2.592199081689477,22.579727124813168,600.8169098776298,33.39702429312452,0
Jwar,Black soils,84.6656226015358,1,7.727652605969862,102.74639530623935,4.60167430177784,33.88201374468822,445.24966665337706,61.05188699732993,0
Pea,Black soils,60.61327630651897,1,6.193950446849504,71.88729840163472,3.3834428136844004,26.545988064852423,524.986550678425,62.58573641829134,1
summer paddy,Red and Yellow soils,45.939363212556046,0,7.708130924265474,15.7629417966271,2.5866517742279154,12.47405899956038,367.4338566643456,34.45717448306649,0
Masoor,Laterite soils,41.385601734375335,1,4.902648659853782,157.3778333437671,0.9902244272037382,21.584087643359027,1892.5234939426425,26.157625195839266,0
Soybean,Alluvial soils,50.227302538766764,0,7.045243262157026,107.45131404978652,2.082909052563033,19.997449901827572,1732.6900092687251,45.81399047875647,0
Niger,Red and Yellow soils,5.003444290053473,0,7.310348226207939,73.30424616831488,3.493579771191106,34.302435888135264,363.40304038203186,32.04724203759161,0
summer paddy,Red and Yellow soils,89.38654228564533,1,8.096389584566971,163.10171194240587,3.9961151687772367,28.746349223883676,1420.3472708108384,55.22432098384662,0
Jwar,Black soils,99.83201241766187,0,5.39729567486478,94.91545585153163,2.5122511130416365,33.322024255164635,642.0572304333973,56.82768784848074,0
Kulthi,Black soils,18.967225361011167,0,6.916879520371406,10.664611709977248,0.7513002185498734,21.164492767434083,231.09257596148677,62.570910700888334,0
Arhar,Red and Yellow soils,12.917913512687354,1,6.233026254756892,189.44505008728186,3.349274820212887,30.752297779023763,726.3058475493131,62.19816978851677,1
Soybean,Alluvial soils,15.214168881410927,0,6.031086622176116,58.57972068785324,4.647138765011975,11.957031612995982,992.0541247630283,67.24146909538416,0
Jwar,Alluvial soils,66.44167876520234,0,4.926854220847829,167.80934919203486,2.733848370074675,11.101703728948586,236.0686855175612,36.1318421132447,0
summer paddy,Red and Yellow soils,66.4826430066267,1,5.0369333223797685,165.11892297544188,4.677911155801818,18.624036294442874,782.69605549007,71.15901221605041,0
Pea,Laterite soils,84.94449206556268,1,7.847953845790585,40.851046958538944,2.093453256481439,33.210975316227135,1460.634732719766,56.737633664477634,0
Rice,Laterite soils,75.43081245419907,0,7.4990137293022485,100.06050943080756,4.4886459647138865,26.022624308263115,611.1712262620863,50.61141725371772,0
Millets,Alluvial soils,45.51927766356464,0,6.029364521164402,17.637805914713663,4.038528886844827,22.264653720690227,1072.8073555864376,65.35267955179881,0
Jwar,Black soils,61.67268079496657,1,7.813946325558524,77.36481784880779,4.827836974730012,36.89903885317464,1797.6456434656313,55.088248293518,0
Urd,Laterite soils,69.14018236643278,1,4.823064739294313,148.8859802402278,4.059595558446926,24.920848110257104,251.10376977616826,56.79676212244798,0
Mustard,Laterite soils,51.76091055823729,0,6.999095668132675,55.04319932096795,1.946658873337109,28.401674313954864,1614.1468620795067,21.627346540996555,0
Mustard,Black soils,48.08944746071203,0,7.972704210857153,32.2543068410389,4.552553872846929,39.574858417749475,891.0070825451756,76.14257819626656,0
Arhar,Laterite soils,64.86464711862267,0,7.855456924124997,106.3534746776517,3.513789844075126,25.671759116345104,1174.0698038650216,49.692310472746584,0
summer paddy,Red and Yellow soils,56.18998034858972,0,5.991131039767439,112.0274130309901,1.2293119658355676,33.505078438406116,615.5691097905176,56.26535439402159,0
Wheat,Laterite soils,64.75028822825513,1,7.480935412227956,138.40749695102002,0.7068428588271207,22.414766665911365,1242.1072291887085,47.293737014947986,1
Wheat,Black soils,61.67262262237302,1,6.209872582079511,154.23617189249222,2.1463052186672837,11.090212766431474,1515.2593691477903,58.60713321552037,0
Jwar,Red and Yellow soils,72.20045949085181,1,7.860552657559797,142.20381094028448,4.040888673792548,35.034162106474724,562.7682734193875,23.7829670337795,0
Tiwra,Laterite soils,64.63754736950473,1,6.623047800620093,170.62831957602162,3.2819656795111367,38.33213781870157,817.8838719794302,46.87363429798151,0
Maize,Alluvial soils,52.45450615728946,0,7.559428196420164,52.35222821358757,2.872072218782039,23.03146073160908,1221.282195874168,66.80744544882185,0
summer paddy,Red and Yellow soils,68.49788431715426,1,4.814286329166687,118.25568178113427,0.5167743556561617,25.109088057310572,950.205794465403,85.69122726722323,0
Urd,Red and Yellow soils,45.498714553357374,0,6.860103886435452,78.41811791005178,2.4597531594443405,22.724137018133035,727.6751801998595,79.44261695457995,0
Gram,Alluvial soils,24.925451371287505,0,6.701136709877355,192.801347830312,1.2097552492636197,39.90717449738408,1013.0373792143776,87.39726214149111,0
Tiwra,Alluvial soils,1.1404037932576305,1,6.939906886940641,93.65310944881652,2.545553287009345,37.10083160704367,723.4899809250786,74.70602557120523,0
Niger,Laterite soils,56.43645056743848,1,7.28256643166236,192.34564729537578,4.962966448945265,11.233043410454425,743.3724500746106,64.28320909766603,0
Wheat,Laterite soils,59.47486743425546,0,8.172435880136568,156.12247427123015,4.45792470403968,33.37056010585118,1299.1406191278584,49.62907096815041,0
Pea,Black soils,97.23284751279571,1,7.642728327104124,146.50813379305282,1.8978377184796147,28.025102339485112,1058.7174890090566,28.619967549887527,0
Millets,Black soils,36.786355075333276,0,5.378551965739619,103.39710526514712,3.170783268333193,10.75425111333831,1418.7300043583632,37.55614959214868,0
Mustard,Red and Yellow soils,40.019191040002866,0,7.803585077168384,94.24184550856441,2.75942855036263,23.34136833739367,1707.4009981474112,38.9822532484926,0
Kulthi,Alluvial soils,20.97815855287683,1,4.9883187104603826,110.04415562849732,1.0852115234660726,14.491347522199206,1897.3375915320153,49.9518113288525,0
Tiwra,Alluvial soils,7.982895228494869,0,6.988794342700278,65.7902819561211,4.95412932116833,36.19143266816566,472.43239540448155,62.68886798139155,0
Masoor,Black soils,77.50764479331232,1,8.031015232983773,181.85688856930867,2.4132882047598088,10.380962703280632,1327.1426213355576,63.30632923047686,0
Masoor,Red and Yellow soils,25.718425369593177,1,4.904488216859615,160.9228245004196,2.7754656668232323,36.19317422846797,1248.31916887027,51.88798462077247,0
Mustard,Red and Yellow soils,61.281581241973754,1,7.898770613241043,162.26521232175833,3.41419690539923,38.225174459506235,1760.5014611738266,39.22506313041681,0
summer paddy,Black soils,69.08953051900266,0,7.694482936920982,92.29918313539287,1.3619503990877806,12.189533994857191,1812.6018292084989,23.95460882989375,0
Rice,Black soils,47.65243204187312,1,6.515101735356283,23.506900166401245,1.5000197106182136,31.595125976409726,1568.9046647276282,89.21854696962278,0
Maize,Black soils,87.75885918969198,0,5.735590409181617,139.78469040599293,1.3665129133839682,26.46676577216874,1271.8312922271368,85.76919286854111,0
Masoor,Laterite soils,44.93568925699315,1,6.121752912286175,81.13858095456824,2.2300949455993777,38.62830161749614,558.6730396141952,32.804817148292464,0
Niger,Red and Yellow soils,29.205953681134748,0,8.374632542800846,175.38175936565682,1.3985463040597415,33.944490427928045,697.9491153008066,62.37771061950824,0
Masoor,Red and Yellow soils,89.7055367732006,0,5.3067902246073855,158.26430330547407,4.668781855740751,30.832421342807525,1284.9807598453442,40.695803827569506,0
Masoor,Red and Yellow soils,86.29486414074569,0,6.818417151319581,37.61234697805365,3.714413208576084,37.76529161983984,450.8187757291406,33.60998542835311,0
Masoor,Black soils,17.23995476056489,0,4.832962991514735,124.32598880231771,4.540260061503392,14.810491934315037,531.1355121390133,67.90879277672317,0
Rice,Black soils,3.5701408170381743,0,5.371572256756689,141.52064592616503,4.3181785863958915,21.278799641530405,1840.5780852956423,75.03349278466877,0
Rice,Black soils,9.908570078612447,1,7.5532655522980825,117.94614016662867,3.664183782035442,35.288255776092356,1921.361615604578,48.46150638250849,0
Niger,Black soils,29.368192456827888,0,5.710396161442109,107.66801346949964,1.592357850838217,13.04756371429138,209.42246886892985,24.134458034346085,0
Wheat,Alluvial soils,97.25372037242936,1,8.443064282250939,53.29398425112884,3.2689348892890786,38.063420472361756,1752.467470135552,48.1047075388867,0
Wheat,Black soils,56.29309916292168,1,6.5032681723753605,54.82230044002503,1.338344872858703,32.3546638467043,1888.424433497207,57.253577665973005,0
Pea,Laterite soils,37.95291147089761,1,6.566157301230971,155.92154634208538,1.0961422182962492,23.179988002071436,1146.3310488161528,82.52515642873612,1
Rice,Alluvial soils,88.98289336666188,1,4.645258957342941,13.55105925707586,3.3465885887867284,20.161640985152665,1008.0209158572134,65.97618553375602,0
Mustard,Alluvial soils,45.860496816371466,0,8.326106998309065,157.9929119140595,3.3108151709223947,14.428192094865373,1853.8390933787955,69.73475059504241,0
Urd,Black soils,32.20862421170109,1,5.196933763537672,110.09175994243643,1.2047996390876974,12.810205746957635,213.55968212617745,34.1841899071094,0
Soybean,Red and Yellow soils,94.18073334582009,1,6.65336239524177,187.88230395311885,2.0859246385156913,22.7078373688322,1712.874505244092,70.41901370518679,0
Arhar,Black soils,85.10224895307512,1,6.082698439834926,199.49109406735536,0.7982652823557308,35.29295477402205,733.8369188774884,55.12773998949676,0
Masoor,Red and Yellow soils,84.52316916652465,1,6.162338802978423,136.06206737070266,3.720799011587236,25.95551612949355,1354.0919708777656,77.42880869146983,1
Urd,Black soils,51.7161895619711,1,7.073200664144434,88.32886693982603,4.943730431288947,23.534463385456515,781.7564510440532,35.1458620675391,1
Niger,Black soils,79.15440148273004,1,7.14835470836991,100.26632262653195,3.829577699412654,19.571275556187462,1141.300533870481,56.04036797539246,1
Rice,Red and Yellow soils,18.755982567190635,0,5.1171544594323874,48.80093125378646,4.2986847630894855,14.708497339573015,1654.9708920303135,34.66339700533918,0
Urd,Red and Yellow soils,57.74907279806812,0,6.498346612487569,28.854521558381393,2.643544590281237,39.702978845130524,526.2841238138694,40.014151474633586,0
Arhar,Red and Yellow soils,98.40074636190703,0,7.661909796567428,119.96504472740567,0.9301283652503765,10.77197779056935,1395.0535142457577,78.25428590803362,0
Groundnut,Red and Yellow soils,29.804884621278205,1,6.273145934208918,163.04406861365413,3.769729351273863,19.35447705207541,1817.006303966944,68.14560226260166,0
Groundnut,Laterite soils,79.64088059551985,1,5.16321788330632,59.73563836855051,1.654340900588666,33.081383350857905,1821.8930753881712,70.99416292360985,0
Wheat,Red and Yellow soils,49.55736231359866,1,5.752867772626763,89.73403394661646,2.247322789658883,25.61674468730961,1809.4176866159253,24.797613657588744,0
Tiwra,Black soils,4.940762638986646,0,5.34951825642028,115.40699573762635,3.663946624828295,19.415647024428953,1133.2341831718509,71.01295911476338,0
Urd,Black soils,76.53892038375108,1,5.003269871659349,182.50058579431087,4.57153036788012,39.7821791708144,1581.8622558193938,54.398496693287164,0
Groundnut,Laterite soils,17.688345294819165,1,6.010324509741415,36.33993325579065,2.6881207204966238,28.575089320347146,1004.3439415281442,52.14006549544286,0
Maize,Red and Yellow soils,63.515883146142265,0,6.6637449727923,55.0078020586359,4.827225078930478,18.854673494683396,1028.2940969186766,48.883884986330386,0
